"BehaviorSpace results (NetLogo 6.2.0)"
"harvest.nlogo"
"SSD-experiment"
"05/23/2022 11:17:44:505 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","20","0","20"
"[run number]","render?","always-update-turtle-constants","density","spread-rate","num-turtles-s1","num-turtles-s2","shoot-vision-s1","shoot-vision-s2","shoot-accuracy-s1","shoot-accuracy-s2","shoot-threshold-s1","shoot-threshold-s2","shoot-chance-s1","shoot-chance-s2","eat-vision-s1","eat-vision-s2","eat-threshold-s1","eat-threshold-s2","[step]","overall-avg-gain","s1-avg-gain","s2-avg-gain","equality","sum-tics-alive / (ticks * num-turtles)","sum-time-gains / (sum [gain] of turtles)"
"8904","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","0","1000","0.12812812812812813","0.15115115115115116","0.10510510510510511","0.9101562587738028","0.916","247.4375"
"8905","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","0","1000","0.12762762762762764","0.1111111111111111","0.14414414414414414","0.9352941239907722","0.916","297.56470588235294"
"8906","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","1","1000","0.25675675675675674","0.25125125125125125","0.26226226226226224","0.9892787529591252","1","470.5536062378168"
"8901","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","0","1000","0.12412412412412413","0.12412412412412413","0.12412412412412413","1","0.94","196.1491935483871"
"8907","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","1","1000","0.17717717717717718","0.16716716716716717","0.1871871871871872","0.9717514144243351","1","454.8022598870057"
"8909","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","1","1000","0.2047047047047047","0.1981981981981982","0.21121121121121122","0.984107580433522","1","470.2371638141809"
"8908","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","1","1000","0.25875875875875876","0.25325325325325326","0.26426426426426425","0.989361702642084","1","478.6537717601547"
"8911","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","2","1000","0.2782782782782783","0.3113113113113113","0.24524524524524524","0.9406474846831167","1","483.63309352517985"
"8910","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","1","1000","0.23973973973973975","0.23523523523523523","0.24424424424424424","0.9906054284652699","1","459.6910229645094"
"8912","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","2","1000","0.2902902902902903","0.3213213213213213","0.25925925925925924","0.9465517264417359","1","508.0051724137931"
"8913","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","2","1000","0.24274274274274274","0.2912912912912913","0.1941941941941942","0.9000000051546388","1","483.09484536082476"
"8915","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","2","1000","0.23523523523523523","0.28128128128128127","0.1891891891891892","0.9021276647804434","1","470.668085106383"
"8914","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","2","1000","0.24574574574574576","0.2752752752752753","0.21621621621621623","0.9399185366640256","1","482.0366598778004"
"8916","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","3","1000","0.23173173173173173","0.3213213213213213","0.14214214214214213","0.8066954748004603","1","462.0194384449244"
"8917","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","3","1000","0.21521521521521522","0.3133133133133133","0.11711711711711711","0.7720930365062189","1","490.1046511627907"
"8919","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","3","1000","0.2132132132132132","0.2702702702702703","0.15615615615615616","0.8661971909508691","1","507.81220657277"
"8918","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","3","1000","0.2502502502502503","0.3133133133133133","0.1871871871871872","0.8740000062999997","1","480.418"
"8920","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","3","1000","0.23523523523523523","0.3013013013013013","0.16916916916916916","0.8595744755545491","1","499.2382978723404"
"8921","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","4","1000","0.21621621621621623","0.3303303303303303","0.1021021021021021","0.736111126382458","1","495.9236111111111"
"8922","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","4","1000","0.17917917917917917","0.2962962962962963","0.062062062062062065","0.6731843803642192","1","480.44692737430165"
"8924","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","4","1000","0.17367367367367367","0.3103103103103103","0.037037037037037035","0.6066282704158307","1","487.78962536023056"
"8925","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","4","1000","0.18518518518518517","0.2912912912912913","0.07907907907907907","0.7135135328707072","1","478.35945945945946"
"8926","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","0","1000","0.11611611611611612","0.1041041041041041","0.12812812812812813","0.9482758676426867","0.957","210.56034482758622"
"8923","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","1","4","1000","0.1916916916916917","0.3103103103103103","0.07307307307307308","0.6906005423889985","1","468.5013054830287"
"8927","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","0","1000","0.13263263263263264","0.10710710710710711","0.15815815815815815","0.9037735939836232","0.94","310.12075471698114"
"8928","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","0","1000","0.13863863863863865","0.10710710710710711","0.17017017017017017","0.8862815987110471","0.94","259.41516245487367"
"8929","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","0","1000","0.12112112112112113","0.09009009009009009","0.15215215215215216","0.8719008396796653","0.979","273.31404958677683"
"8930","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","0","1000","0.13663663663663664","0.09009009009009009","0.1831831831831832","0.8296703452682834","0.952","272.5128205128205"
"8931","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","1","1000","0.2777777777777778","0.23823823823823823","0.3173173173173173","0.9288288320347373","1","496.87567567567567"
"8932","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","1","1000","0.24624624624624625","0.2072072072072072","0.2852852852852853","0.9207317113449334","1","476.4186991869919"
"8935","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","1","1000","0.2097097097097097","0.17217217217217218","0.24724724724724725","0.9105011986574464","1","485.9928400954654"
"8936","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","2","1000","0.1991991991991992","0.2042042042042042","0.1941941941941942","0.9874371867187697","1","493.3040201005025"
"8933","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","1","1000","0.21921921921921922","0.17917917917917917","0.25925925925925924","0.9086758042993263","1","482.32191780821915"
"8937","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","2","1000","0.2502502502502503","0.23323323323323322","0.2672672672672673","0.9660000016999999","1","493.672"
"8938","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","2","1000","0.2677677677677678","0.27127127127127126","0.26426426426426425","0.9934579442309371","1","493.94392523364485"
"8934","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","1","1000","0.21171171171171171","0.18118118118118118","0.24224224224224225","0.927895985348937","1","457.25059101654847"
"8939","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","2","1000","0.14714714714714713","0.15415415415415415","0.14014014014014015","0.9761904782150954","1","471.6462585034014"
"8941","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","3","1000","0.2017017017017017","0.2602602602602603","0.14314314314314314","0.8548387186824616","1","518.0818858560795"
"8940","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","2","1000","0.22572572572572572","0.22922922922922923","0.2222222222222222","0.9922394682794087","1","509.2926829268293"
"8942","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","3","1000","0.23573573573573572","0.2872872872872873","0.1841841841841842","0.8906581799013705","1","521.176220806794"
"8943","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","3","1000","0.17617617617617617","0.23423423423423423","0.11811811811811812","0.8352272844298804","1","469.7613636363636"
"8944","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","3","1000","0.17667667667667666","0.2092092092092092","0.14414414414414414","0.9079320178518401","1","486.8640226628895"
"8945","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","3","1000","0.17217217217217218","0.22522522522522523","0.11911911911911911","0.8459302437550695","1","493.19767441860466"
"8947","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","4","1000","0.17117117117117117","0.2682682682682683","0.07407407407407407","0.7163742897387215","1","481.3421052631579"
"8950","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","4","1000","0.14464464464464463","0.23523523523523523","0.05405405405405406","0.6868512381616576","1","490.50865051903116"
"8949","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","4","1000","0.16816816816816818","0.2652652652652653","0.07107107107107107","0.7113095452894683","1","481.8690476190476"
"8948","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","4","1000","0.2002002002002002","0.3013013013013013","0.0990990990990991","0.747500015781249","1","467.535"
"8946","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","2","4","1000","0.16716716716716717","0.2652652652652653","0.06906906906906907","0.7065868483093676","1","474.7125748502994"
"8953","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","0","1000","0.15865865865865866","0.11411411411411411","0.2032032032032032","0.8596214621749636","0.976","370.602523659306"
"8952","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","0","1000","0.15715715715715717","0.06606606606606606","0.24824824824824826","0.7101911058765042","0.94","397.2261146496815"
"8951","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","0","1000","0.11461461461461461","0.05405405405405406","0.17517517517517517","0.7358078891039422","0.916","356.28384279475983"
"8956","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","1","1000","0.23023023023023023","0.14914914914914915","0.3113113113113113","0.8239130530482036","1","484.28478260869565"
"8954","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","0","1000","0.13863863863863865","0.0990990990990991","0.1781781781781782","0.8574007348916304","0.952","294.2274368231047"
"8957","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","1","1000","0.16116116116116116","0.05005005005005005","0.2722722722722723","0.6552795298696017","1","488.8726708074534"
"8955","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","0","1000","0.18218218218218218","0.15015015015015015","0.21421421421421422","0.9120879181258298","0.976","342.5521978021978"
"8959","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","1","1000","0.24524524524524524","0.17117117117117117","0.31931931931931934","0.8489795995418572","1","482.6142857142857"
"8960","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","1","1000","0.23323323323323322","0.13913913913913914","0.32732732732732733","0.7982832726242879","1","486.28111587982835"
"8962","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","2","1000","0.1891891891891892","0.14014014014014015","0.23823823823823823","0.870370378943758","1","505.1005291005291"
"8961","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","2","1000","0.23923923923923923","0.1881881881881882","0.2902902902902903","0.8933054449108031","1","483.8117154811716"
"8963","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","2","1000","0.18368368368368368","0.11311311311311312","0.25425425425425424","0.8079019204426485","1","489.3460490463215"
"8964","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","2","1000","0.24274274274274274","0.23223223223223224","0.25325325325325326","0.9783505165798703","1","497.2659793814433"
"8965","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","2","1000","0.1781781781781782","0.11511511511511512","0.24124124124124124","0.8230337202925758","1","518.435393258427"
"8958","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","1","1000","0.2007007007007007","0.12712712712712712","0.27427427427427425","0.8167082408536009","1","463.3615960099751"
"8966","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","3","1000","0.1001001001001001","0.11411411411411411","0.08608608608608609","0.9300000087499989","1","490.42"
"8968","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","3","1000","0.15915915915915915","0.11811811811811812","0.2002002002002002","0.8710691925260069","1","494.1194968553459"
"8967","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","3","1000","0.11061061061061062","0.12912912912912913","0.0920920920920921","0.916289602229683","1","523.2262443438914"
"8972","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","4","1000","0.16166166166166165","0.22822822822822822","0.09509509509509509","0.7941176629939889","1","482.8328173374613"
"8970","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","3","1000","0.16666666666666666","0.15915915915915915","0.17417417417417416","0.9774774791683574","1","470.65765765765764"
"8969","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","3","1000","0.21021021021021022","0.2172172172172172","0.2032032032032032","0.9833333343253967","1","468.7952380952381"
"8971","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","4","1000","0.12862862862862862","0.17717717717717718","0.08008008008008008","0.8112840650501882","1","493.12451361867704"
"8974","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","4","1000","0.14564564564564564","0.1871871871871872","0.1041041041041041","0.8573883284030646","1","492.17182130584195"
"8975","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","4","1000","0.10510510510510511","0.15315315315315314","0.057057057057057055","0.7714285986394526","1","490.5761904761905"
"8973","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","3","4","1000","0.18868868868868868","0.2602602602602603","0.11711711711711711","0.810344840162809","1","507.83554376657827"
"8978","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","0","1000","0.10510510510510511","0.042042042042042045","0.16816816816816818","0.7000000357142815","0.892","267.247619047619"
"8977","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","0","1000","0.12712712712712712","0.04804804804804805","0.2062062062062062","0.6889764085653141","0.94","270.6732283464567"
"8976","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","0","1000","0.07857857857857858","0.011011011011011011","0.14614614614614616","0.5700637627287002","0.9055","245.43949044585986"
"8980","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","0","1000","0.08608608608608609","0.006006006006006006","0.16616616616616617","0.534883788534333","0.952","288.72093023255815"
"8979","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","0","1000","0.0965965965965966","0.024024024024024024","0.16916916916916916","0.6243523802652358","0.94","286.4507772020725"
"8982","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","1","1000","0.1891891891891892","0.056056056056056056","0.32232232232232233","0.6481481714187718","1","476.98148148148147"
"8981","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","1","1000","0.15615615615615616","0.042042042042042045","0.2702702702702703","0.6346154138929957","1","471.9871794871795"
"8985","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","1","1000","0.2247247247247247","0.10510510510510511","0.34434434434434436","0.7338530215003886","1","482.57238307349667"
"8984","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","1","1000","0.1881881881881882","0.04904904904904905","0.32732732732732733","0.6303191735160124","1","486.843085106383"
"8988","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","2","1000","0.1921921921921922","0.0990990990990991","0.2852852852852853","0.7578125157674144","1","514.9765625"
"8986","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","2","1000","0.17267267267267267","0.1021021021021021","0.24324324324324326","0.7956521887208559","1","481.4463768115942"
"8983","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","1","1000","0.1946946946946947","0.08608608608608609","0.3033033033033033","0.721079709442178","1","493.7223650385604"
"8989","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","2","1000","0.1986986986986987","0.11711711711711711","0.2802802802802803","0.7947103403834799","1","493.53148614609574"
"8987","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","2","1000","0.11361361361361362","0.018018018018018018","0.2092092092092092","0.5792952005181498","1","470.6387665198238"
"8990","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","2","1000","0.12712712712712712","0.03303303303303303","0.22122122122122123","0.6299212962675889","1","501.3031496062992"
"8991","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","3","1000","0.11711711711711711","0.07407407407407407","0.16016016016016016","0.8162393358718658","1","490.13675213675214"
"8992","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","3","1000","0.11561561561561562","0.07107107107107107","0.16016016016016016","0.8073593282078649","1","515.6666666666666"
"8994","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","3","1000","0.11511511511511512","0.06906906906906907","0.16116116116116116","0.8000000217391281","1","513.8478260869565"
"8996","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","4","1000","0.12262262262262262","0.09109109109109109","0.15415415415415415","0.8714285845481036","1","463.77142857142854"
"8993","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","3","1000","0.16466466466466467","0.12612612612612611","0.2032032032032032","0.8829787322964489","1","488.4498480243161"
"8995","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","3","1000","0.16616616616616617","0.12612612612612611","0.2062062062062062","0.8795180813615903","1","484.4668674698795"
"8998","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","4","1000","0.06256256256256257","0.06506506506506507","0.06006006006006006","0.9800000039999992","1","456.472"
"8997","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","4","1000","0.12612612612612611","0.14014014014014015","0.11211211211211211","0.9444444499559077","1","502.3452380952381"
"8999","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","4","1000","0.13313313313313313","0.12612612612612611","0.14014014014014015","0.9736842129996041","1","475.07894736842104"
"9000","false","false","30","10","1","5","5","5","50","50","4","1","50","50","5","5","4","4","1000","0.06706706706706707","0.07307307307307308","0.06106106106106106","0.9552238889507669","1","464.23880597014926"
"9001","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","0","1000","0.0940940940940941","0.0970970970970971","0.09109109109109109","0.9840425553134899","0.952","131.24468085106383"
"9002","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","0","1000","0.07657657657657657","0.07807807807807808","0.07507507507507508","0.9901960800333203","0.934","108.89542483660131"
"9003","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","0","1000","0.06506506506506507","0.06606606606606606","0.06406406406406406","0.9923076937869819","0.928","128.85384615384615"
"9005","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","0","1000","0.0980980980980981","0.07507507507507508","0.12112112112112113","0.8826530761922097","0.964","184.05102040816325"
"9006","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","1","1000","0.1061061061061061","0.10510510510510511","0.10710710710710711","0.9952830194241722","0.904","179.91981132075472"
"9007","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","1","1000","0.11211211211211211","0.13813813813813813","0.08608608608608609","0.8839285843829705","0.952","252.78571428571428"
"9004","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","0","1000","0.07857857857857858","0.07007007007007007","0.08708708708708708","0.945859881232503","0.904","133.4140127388535"
"9008","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","1","1000","0.09109109109109109","0.12012012012012012","0.062062062062062065","0.8406593625467909","0.976","192.12637362637363"
"9009","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","1","1000","0.08358358358358359","0.09109109109109109","0.07607607607607608","0.9550898270823612","0.928","142.61077844311376"
"9012","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","2","1000","0.11961961961961962","0.15415415415415415","0.08508508508508508","0.8556485506643775","0.952","202.5732217573222"
"9010","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","1","1000","0.1046046046046046","0.10810810810810811","0.1011011011011011","0.9832535905199055","0.916","180.04306220095694"
"9013","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","2","1000","0.11511511511511512","0.14014014014014015","0.09009009009009009","0.8913043596408304","0.916","209.68695652173912"
"9011","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","2","1000","0.13563563563563563","0.16516516516516516","0.1061061061061061","0.891143921481188","0.952","242.8560885608856"
"9014","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","2","1000","0.1046046046046046","0.11711711711711711","0.0920920920920921","0.940191394713948","0.928","250.66985645933013"
"9016","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","3","1000","0.14114114114114115","0.19019019019019018","0.0920920920920921","0.8262411501559264","0.928","290.91843971631204"
"9015","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","2","1000","0.13613613613613615","0.1881881881881882","0.08408408408408409","0.8088235469831299","0.944","265.0882352941176"
"9017","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","3","1000","0.12512512512512514","0.15715715715715717","0.09309309309309309","0.8720000127999987","0.976","244.132"
"9018","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","3","1000","0.12912912912912913","0.16916916916916916","0.0890890890890891","0.8449612553332116","0.964","363.38759689922483"
"9019","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","3","1000","0.08508508508508508","0.13313313313313313","0.037037037037037035","0.7176471003460146","0.916","208.36470588235295"
"9022","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","4","1000","0.11461461461461461","0.17917917917917917","0.05005005005005005","0.71834064210255","1","287.1877729257642"
"9020","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","3","1000","0.13263263263263264","0.2002002002002002","0.06506506506506507","0.7452830428978261","0.988","316.022641509434"
"9021","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","4","1000","0.0990990990990991","0.16716716716716717","0.031031031031031032","0.6565656999285732","0.928","258.1515151515151"
"9023","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","4","1000","0.07857857857857858","0.13713713713713713","0.02002002002002002","0.6273885943648735","0.892","204.64968152866243"
"9025","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","4","1000","0.09759759759759759","0.16516516516516516","0.03003003003003003","0.6538461982248464","0.928","251.87179487179486"
"9026","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","0","1000","0.14314314314314314","0.14914914914914915","0.13713713713713713","0.9790209808548094","0.916","266.5034965034965"
"9027","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","0","1000","0.12312312312312312","0.11611611611611612","0.13013013013013014","0.9715447183389514","0.94","216.5487804878049"
"9024","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","0","4","1000","0.13713713713713713","0.24224224224224225","0.03203203203203203","0.6167883561324492","0.9575","381.3321167883212"
"9028","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","0","1000","0.14464464464464463","0.1111111111111111","0.1781781781781782","0.8840830550101163","0.94","263.43252595155707"
"9030","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","0","1000","0.14014014014014015","0.15115115115115116","0.12912912912912913","0.9607142892219385","0.976","334.7785714285714"
"9029","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","0","1000","0.0970970970970971","0.0920920920920921","0.1021021021021021","0.974226807444999","0.916","192.82474226804123"
"9031","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","1","1000","0.22722722722722724","0.23023023023023023","0.22422422422422422","0.9933920708484543","1","461.41409691629957"
"9033","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","1","1000","0.2697697697697698","0.24324324324324326","0.2962962962962963","0.9508348816866938","1","469.6586270871985"
"9032","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","1","1000","0.18368368368368368","0.2092092092092092","0.15815815815815815","0.9305177159047877","1","452.38692098092645"
"9034","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","1","1000","0.27127127127127126","0.27127127127127126","0.27127127127127126","1","1","482.7453874538745"
"9036","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","2","1000","0.23373373373373374","0.2852852852852853","0.18218218218218218","0.8897216333125464","1","481.8072805139186"
"9037","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","2","1000","0.2017017017017017","0.24924924924924924","0.15415415415415415","0.8821340023490073","1","460.3895781637717"
"9038","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","2","1000","0.25725725725725723","0.2862862862862863","0.22822822822822822","0.9435797692811396","1","487.66147859922177"
"9035","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","1","1000","0.27377377377377377","0.2912912912912913","0.25625625625625625","0.9680073140764481","1","471.4351005484461"
"9040","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","2","1000","0.2852852852852853","0.31931931931931934","0.25125125125125125","0.940350879809172","1","480.6438596491228"
"9041","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","3","1000","0.25975975975975973","0.34134134134134136","0.1781781781781782","0.8429672522655467","1","469.5202312138728"
"9039","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","2","1000","0.20770770770770772","0.2682682682682683","0.14714714714714713","0.8542168762519954","1","485.30602409638556"
"9042","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","3","1000","0.22422422422422422","0.3123123123123123","0.13613613613613615","0.8035714395328437","1","491.88392857142856"
"9043","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","3","1000","0.2577577577577578","0.28928928928928926","0.22622622622622623","0.9388349544254877","1","486.55922330097087"
"9044","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","3","1000","0.22122122122122123","0.32932932932932935","0.11311311311311312","0.7556561224176401","1","473.9117647058824"
"9045","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","3","1000","0.25325325325325326","0.31931931931931934","0.1871871871871872","0.8695652238357103","1","496.0118577075099"
"9047","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","4","1000","0.22572572572572572","0.34234234234234234","0.1091091091091091","0.741685158443173","1","492.29046563192907"
"9049","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","4","1000","0.23323323323323322","0.34534534534534533","0.12112112112112113","0.7596566652544707","1","471.5085836909871"
"9050","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","4","1000","0.23073073073073072","0.35935935935935936","0.1021021021021021","0.721258149606391","1","488.7592190889371"
"9048","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","4","1000","0.15515515515515516","0.2882882882882883","0.022022022022022022","0.5709677765348566","1","486.68387096774194"
"9051","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","2","0","1000","0.15465465465465467","0.1061061061061061","0.2032032032032032","0.8430420838962716","0.9655","287.6084142394822"
"9052","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","2","0","1000","0.13213213213213212","0.0920920920920921","0.17217217217217218","0.8484848628328728","0.899","332.92045454545456"
"9046","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","1","4","1000","0.2067067067067067","0.33633633633633636","0.07707707707707707","0.686440696946689","1","480.1549636803874"
"9053","false","false","30","10","1","5","5","5","50","50","4","2","50","50","5","5","2","0","1000","0.11611611611611612","0.08708708708708708","0.14514514514514515","0.8750000134698261","0.928","215.82327586206895"
